"","V1","V2"
"7897","kahlsten","-0.0472"
"7898","kahler","-0.0472"
"7899","kahlerem","-0.0472"
"7900","kahlstem","-0.0472"
"7901","kahlem","-0.0472"
"7902","kahlen","-0.0472"
"7903","kahle","-0.0472"
"7904","kahlst","-0.0472"
"7905","kahlere","-0.0472"
"7906","kahles","-0.0472"
"7907","kahlstes","-0.0472"
"7908","kahlster","-0.0472"
"7909","kälterer","-0.012"
"7910","kälteste","-0.012"
"7911","kälter","-0.012"
"7912","kälteres","-0.012"
"7913","kältester","-0.012"
"7914","kältestes","-0.012"
"7915","kälteren","-0.012"
"7916","kälterem","-0.012"
"7917","kältest","-0.012"
"7918","kaltem","-0.012"
"7919","kalten","-0.012"
"7920","kältesten","-0.012"
"7921","kältestem","-0.012"
"7922","kaltes","-0.012"
"7923","kältere","-0.012"
"7924","kalte","-0.012"
"7925","kalter","-0.012"
"7926","kaltherziger","-0.0048"
"7927","kaltherzige","-0.0048"
"7928","kaltherziges","-0.0048"
"7929","kaltherzigen","-0.0048"
"7930","kaltherzigem","-0.0048"
"7931","kaltherzigstes","-0.0048"
"7932","kaltherzigste","-0.0048"
"7933","kaltherzigst","-0.0048"
"7934","kaltherzigerem","-0.0048"
"7935","kaltherzigeren","-0.0048"
"7936","kaltherzigstem","-0.0048"
"7937","kaltherzigsten","-0.0048"
"7938","kaltherzigster","-0.0048"
"7939","kaltherzigeres","-0.0048"
"7940","kaltherzigere","-0.0048"
"7941","kaltherzigerer","-0.0048"
"7942","kaputtem","-0.1513"
"7943","kaputten","-0.1513"
"7944","kaputtestes","-0.1513"
"7945","kaputtester","-0.1513"
"7946","kaputteren","-0.1513"
"7947","kaputtes","-0.1513"
"7948","kaputter","-0.1513"
"7949","kaputterem","-0.1513"
"7950","kaputtesten","-0.1513"
"7951","kaputterer","-0.1513"
"7952","kaputtestem","-0.1513"
"7953","kaputteres","-0.1513"
"7954","kaputteste","-0.1513"
"7955","kaputtere","-0.1513"
"7956","kaputte","-0.1513"
"7957","kaputtest","-0.1513"
"7958","katastrophalere","-0.4917"
"7959","katastrophales","-0.4917"
"7960","katastrophale","-0.4917"
"7961","katastrophalster","-0.4917"
"7962","katastrophalerer","-0.4917"
"7963","katastrophalstes","-0.4917"
"7964","katastrophaler","-0.4917"
"7965","katastrophaleres","-0.4917"
"7966","katastrophalerem","-0.4917"
"7967","katastrophaleren","-0.4917"
"7968","katastrophalstem","-0.4917"
"7969","katastrophalen","-0.4917"
"7970","katastrophalsten","-0.4917"
"7971","katastrophalem","-0.4917"
"7972","katastrophalste","-0.4917"
"7973","katastrophalst","-0.4917"
"7974","kenterte","-0.0048"
"7975","kentere","-0.0048"
"7976","kenterst","-0.0048"
"7977","kenteren","-0.0048"
"7978","gekentert","-0.0048"
"7979","kentertet","-0.0048"
"7980","kentert","-0.0048"
"7981","kenterten","-0.0048"
"7982","kenter","-0.0048"
"7983","kentertest","-0.0048"
"7984","kipp","-0.1814"
"7985","kippet","-0.1814"
"7986","kippten","-0.1814"
"7987","kipptest","-0.1814"
"7988","kipptet","-0.1814"
"7989","kippt","-0.1814"
"7990","kippe","-0.1814"
"7991","kippte","-0.1814"
"7992","gekippt","-0.1814"
"7993","kippst","-0.1814"
"7994","kippest","-0.1814"
"7995","klagt","-0.3565"
"7996","klage","-0.3565"
"7997","klagten","-0.3565"
"7998","klag","-0.3565"
"7999","klagtest","-0.3565"
"8000","klagst","-0.3565"
"8001","klaget","-0.3565"
"8002","klagest","-0.3565"
"8003","klagte","-0.3565"
"8004","klagtet","-0.3565"
"8005","geklagt","-0.3565"
"8006","kleinerem","-0.2715"
"8007","kleineren","-0.2715"
"8008","kleiner","-0.2715"
"8009","kleines","-0.2715"
"8010","kleinen","-0.2715"
"8011","kleine","-0.2715"
"8012","kleinere","-0.2715"
"8013","kleinem","-0.2715"
"8014","kleinstes","-0.2715"
"8015","kleinerer","-0.2715"
"8016","kleinster","-0.2715"
"8017","kleinst","-0.2715"
"8018","kleinstem","-0.2715"
"8019","kleinsten","-0.2715"
"8020","kleinste","-0.2715"
"8021","kleineres","-0.2715"
"8022","klobigere","-0.0373"
"8023","klobigster","-0.0373"
"8024","klobigstes","-0.0373"
"8025","klobiges","-0.0373"
"8026","klobigsten","-0.0373"
"8027","klobigem","-0.0373"
"8028","klobigeres","-0.0373"
"8029","klobigen","-0.0373"
"8030","klobigerer","-0.0373"
"8031","klobigstem","-0.0373"
"8032","klobiger","-0.0373"
"8033","klobigeren","-0.0373"
"8034","klobigerem","-0.0373"
"8035","klobigst","-0.0373"
"8036","klobige","-0.0373"
"8037","klobigste","-0.0373"
"8038","knapperem","-0.2036"
"8039","knapperen","-0.2036"
"8040","knappere","-0.2036"
"8041","knapperes","-0.2036"
"8042","knapperer","-0.2036"
"8043","knappem","-0.2036"
"8044","knappste","-0.2036"
"8045","knappstem","-0.2036"
"8046","knappen","-0.2036"
"8047","knappe","-0.2036"
"8048","knappstes","-0.2036"
"8049","knappes","-0.2036"
"8050","knappster","-0.2036"
"8051","knapper","-0.2036"
"8052","knappst","-0.2036"
"8053","knappsten","-0.2036"
"8054","knurrigster","-0.0048"
"8055","knurrigstes","-0.0048"
"8056","knurrigste","-0.0048"
"8057","knurrigsten","-0.0048"
"8058","knurrigstem","-0.0048"
"8059","knurrige","-0.0048"
"8060","knurrigere","-0.0048"
"8061","knurrigerem","-0.0048"
"8062","knurrigeren","-0.0048"
"8063","knurrigem","-0.0048"
"8064","knurrigen","-0.0048"
"8065","knurrigst","-0.0048"
"8066","knurrigerer","-0.0048"
"8067","knurrigeres","-0.0048"
"8068","knurriger","-0.0048"
"8069","knurriges","-0.0048"
"8070","kollabierten","-0.0048"
"8071","kollabieret","-0.0048"
"8072","kollabierest","-0.0048"
"8073","kollabier","-0.0048"
"8074","kollabierst","-0.0048"
"8075","kollabierte","-0.0048"
"8076","kollabiere","-0.0048"
"8077","kollabiertet","-0.0048"
"8078","kollabiertest","-0.0048"
"8079","kollabiert","-0.0048"
"8080","kollidiertet","-0.0048"
"8081","kollidier","-0.0048"
"8082","kollidiertest","-0.0048"
"8083","kollidiert","-0.0048"
"8084","kollidiere","-0.0048"
"8085","kollidierten","-0.0048"
"8086","kollidierest","-0.0048"
"8087","kollidieret","-0.0048"
"8088","kollidierte","-0.0048"
"8089","kollidierst","-0.0048"
"8090","komplizierteren","-0.0384"
"8091","kompliziertester","-0.0384"
"8092","komplizierterem","-0.0384"
"8093","komplizierter","-0.0384"
"8094","komplizierterer","-0.0384"
"8095","kompliziertere","-0.0384"
"8096","komplizierteres","-0.0384"
"8097","kompliziertestem","-0.0384"
"8098","kompliziertesten","-0.0384"
"8099","kompliziertes","-0.0384"
"8100","komplizierte","-0.0384"
"8101","komplizierteste","-0.0384"
"8102","kompliziertem","-0.0384"
"8103","kompliziertestes","-0.0384"
"8104","komplizierten","-0.0384"
"8105","kompliziertest","-0.0384"
"8106","konfrontiertet","-0.0048"
"8107","konfrontiertest","-0.0048"
"8108","konfrontierten","-0.0048"
"8109","konfrontierte","-0.0048"
"8110","konfrontierest","-0.0048"
"8111","konfrontier","-0.0048"
"8112","konfrontierst","-0.0048"
"8113","konfrontieret","-0.0048"
"8114","konfrontiere","-0.0048"
"8115","konfrontiert","-0.0048"
"8116","kontraproduktiveren","-0.6272"
"8117","kontraproduktiverem","-0.6272"
"8118","kontraproduktivst","-0.6272"
"8119","kontraproduktiverer","-0.6272"
"8120","kontraproduktiveres","-0.6272"
"8121","kontraproduktivste","-0.6272"
"8122","kontraproduktivem","-0.6272"
"8123","kontraproduktivstem","-0.6272"
"8124","kontraproduktivsten","-0.6272"
"8125","kontraproduktiven","-0.6272"
"8126","kontraproduktivere","-0.6272"
"8127","kontraproduktives","-0.6272"
"8128","kontraproduktiver","-0.6272"
"8129","kontraproduktivster","-0.6272"
"8130","kontraproduktive","-0.6272"
"8131","kontraproduktivstes","-0.6272"
"8132","kontroverseste","-0.3395"
"8133","kontroversen","-0.3395"
"8134","kontroversest","-0.3395"
"8135","kontroversere","-0.3395"
"8136","kontroverseres","-0.3395"
"8137","kontroverses","-0.3395"
"8138","kontroverser","-0.3395"
"8139","kontroverse","-0.3395"
"8140","kontroverserer","-0.3395"
"8141","kontroversestes","-0.3395"
"8142","kontroversem","-0.3395"
"8143","kontroversester","-0.3395"
"8144","kontroversesten","-0.3395"
"8145","kontroverseren","-0.3395"
"8146","kontroversestem","-0.3395"
"8147","kontroverserem","-0.3395"
"8148","korrupterer","-0.4615"
"8149","korruptes","-0.4615"
"8150","korrupter","-0.4615"
"8151","korrupteste","-0.4615"
"8152","korrupterem","-0.4615"
"8153","korrupteren","-0.4615"
"8154","korruptest","-0.4615"
"8155","korruptester","-0.4615"
"8156","korruptestes","-0.4615"
"8157","korruptesten","-0.4615"
"8158","korrupteres","-0.4615"
"8159","korruptestem","-0.4615"
"8160","korruptere","-0.4615"
"8161","korruptem","-0.4615"
"8162","korrupte","-0.4615"
"8163","korrupten","-0.4615"
"8164","kostenintensivst","-0.0048"
"8165","kostenintensiverem","-0.0048"
"8166","kostenintensiveren","-0.0048"
"8167","kostenintensiven","-0.0048"
"8168","kostenintensivem","-0.0048"
"8169","kostenintensivere","-0.0048"
"8170","kostenintensivsten","-0.0048"
"8171","kostenintensives","-0.0048"
"8172","kostenintensive","-0.0048"
"8173","kostenintensivstem","-0.0048"
"8174","kostenintensivster","-0.0048"
"8175","kostenintensivstes","-0.0048"
"8176","kostenintensiver","-0.0048"
"8177","kostenintensiveres","-0.0048"
"8178","kostenintensiverer","-0.0048"
"8179","kostenintensivste","-0.0048"
"8180","kostspieligeres","-0.0048"
"8181","kostspieligerer","-0.0048"
"8182","kostspieligeren","-0.0048"
"8183","kostspieligerem","-0.0048"
"8184","kostspielige","-0.0048"
"8185","kostspieligst","-0.0048"
"8186","kostspieliges","-0.0048"
"8187","kostspieliger","-0.0048"
"8188","kostspieligstes","-0.0048"
"8189","kostspieligster","-0.0048"
"8190","kostspieligste","-0.0048"
"8191","kostspieligsten","-0.0048"
"8192","kostspieligstem","-0.0048"
"8193","kostspieligem","-0.0048"
"8194","kostspieligen","-0.0048"
"8195","kostspieligere","-0.0048"
"8196","krachst","-0.0048"
"8197","krachte","-0.0048"
"8198","kracht","-0.0048"
"8199","krache","-0.0048"
"8200","krach","-0.0048"
"8201","krachten","-0.0048"
"8202","krachest","-0.0048"
"8203","krachtet","-0.0048"
"8204","gekracht","-0.0048"
"8205","krachtest","-0.0048"
"8206","krachet","-0.0048"
"8207","kraftlosesten","-0.3338"
"8208","kraftlosestem","-0.3338"
"8209","kraftlosestes","-0.3338"
"8210","kraftloseres","-0.3338"
"8211","kraftloserer","-0.3338"
"8212","kraftlosester","-0.3338"
"8213","kraftlosen","-0.3338"
"8214","kraftloseren","-0.3338"
"8215","kraftlosem","-0.3338"
"8216","kraftlosest","-0.3338"
"8217","kraftloserem","-0.3338"
"8218","kraftlose","-0.3338"
"8219","kraftloser","-0.3338"
"8220","kraftloses","-0.3338"
"8221","kraftlosere","-0.3338"
"8222","kraftloseste","-0.3338"
"8223","kränkster","-0.4694"
"8224","kranken","-0.4694"
"8225","kränkstes","-0.4694"
"8226","kranker","-0.4694"
"8227","kränker","-0.4694"
"8228","kränkst","-0.4694"
"8229","krankes","-0.4694"
"8230","krankem","-0.4694"
"8231","kränkere","-0.4694"
"8232","kränkeren","-0.4694"
"8233","kränkste","-0.4694"
"8234","kränkstem","-0.4694"
"8235","kränksten","-0.4694"
"8236","kränkerer","-0.4694"
"8237","kränkeres","-0.4694"
"8238","kränkerem","-0.4694"
"8239","kranke","-0.4694"
"8240","krankst","-0.0048"
"8241","kranktest","-0.0048"
"8242","krank","-0.0048"
"8243","kranktet","-0.0048"
"8244","kranket","-0.0048"
"8245","krankest","-0.0048"
"8246","krankte","-0.0048"
"8247","kranke","-0.0048"
"8248","krankt","-0.0048"
"8249","krankten","-0.0048"
"8250","gekrankt","-0.0048"
"8251","krassere","-0.1603"
"8252","krasse","-0.1603"
"8253","krasseren","-0.1603"
"8254","krasseres","-0.1603"
"8255","krasserer","-0.1603"
"8256","krassestes","-0.1603"
"8257","krassem","-0.1603"
"8258","krassester","-0.1603"
"8259","krassen","-0.1603"
"8260","krasserem","-0.1603"
"8261","krasser","-0.1603"
"8262","krasseste","-0.1603"
"8263","krasses","-0.1603"
"8264","krassest","-0.1603"
"8265","krassestem","-0.1603"
"8266","krassesten","-0.1603"
"8267","kriegerische","-0.0048"
"8268","kriegerischsten","-0.0048"
"8269","kriegerischstem","-0.0048"
"8270","kriegerischstes","-0.0048"
"8271","kriegerischster","-0.0048"
"8272","kriegerischeres","-0.0048"
"8273","kriegerischerer","-0.0048"
"8274","kriegerischerem","-0.0048"
"8275","kriegerischere","-0.0048"
"8276","kriegerischeren","-0.0048"
"8277","kriegerischem","-0.0048"
"8278","kriegerischen","-0.0048"
"8279","kriegerischst","-0.0048"
"8280","kriegerischer","-0.0048"
"8281","kriegerisches","-0.0048"
"8282","kriegerischste","-0.0048"
"8283","kriminellen","-0.4692"
"8284","kriminellst","-0.4692"
"8285","kriminellere","-0.4692"
"8286","kriminellem","-0.4692"
"8287","kriminellerer","-0.4692"
"8288","kriminellerem","-0.4692"
"8289","kriminelleren","-0.4692"
"8290","kriminellster","-0.4692"
"8291","kriminellstes","-0.4692"
"8292","kriminellstem","-0.4692"
"8293","kriminellsten","-0.4692"
"8294","kriminelle","-0.4692"
"8295","kriminellste","-0.4692"
"8296","kriminelleres","-0.4692"
"8297","kriminelles","-0.4692"
"8298","krimineller","-0.4692"
"8299","kritischerer","-0.203"
"8300","kritischste","-0.203"
"8301","kritischeres","-0.203"
"8302","kritischsten","-0.203"
"8303","kritischstem","-0.203"
"8304","kritischster","-0.203"
"8305","kritischerem","-0.203"
"8306","kritischeren","-0.203"
"8307","kritischer","-0.203"
"8308","kritisches","-0.203"
"8309","kritischstes","-0.203"
"8310","kritischen","-0.203"
"8311","kritischst","-0.203"
"8312","kritischem","-0.203"
"8313","kritischere","-0.203"
"8314","kritische","-0.203"
"8315","kritisieret","-0.3466"
"8316","kritisierest","-0.3466"
"8317","kritisiertest","-0.3466"
"8318","kritisierten","-0.3466"
"8319","kritisier","-0.3466"
"8320","kritisierst","-0.3466"
"8321","kritisiere","-0.3466"
"8322","kritisiert","-0.3466"
"8323","kritisierte","-0.3466"
"8324","kritisiertet","-0.3466"
"8325","krudeen","-0.0048"
"8326","krudeer","-0.0048"
"8327","krudeeres","-0.0048"
"8328","krudees","-0.0048"
"8329","krudeerer","-0.0048"
"8330","krudeste","-0.0048"
"8331","krudester","-0.0048"
"8332","krudest","-0.0048"
"8333","krudeeren","-0.0048"
"8334","krudestes","-0.0048"
"8335","krudeerem","-0.0048"
"8336","krudesten","-0.0048"
"8337","krudeere","-0.0048"
"8338","krudestem","-0.0048"
"8339","krudeem","-0.0048"
"8340","krudee","-0.0048"
"8341","krummeren","-0.0426"
"8342","krummere","-0.0426"
"8343","krummsten","-0.0426"
"8344","krummen","-0.0426"
"8345","krummem","-0.0426"
"8346","krummster","-0.0426"
"8347","krummstes","-0.0426"
"8348","krummerem","-0.0426"
"8349","krummer","-0.0426"
"8350","krummerer","-0.0426"
"8351","krummeres","-0.0426"
"8352","krummstem","-0.0426"
"8353","krummst","-0.0426"
"8354","krummes","-0.0426"
"8355","krumme","-0.0426"
"8356","krummste","-0.0426"
"8357","kränkelt","-0.0048"
"8358","kränkel","-0.0048"
"8359","kränkeltet","-0.0048"
"8360","kränkelten","-0.0048"
"8361","kränkelen","-0.0048"
"8362","kränkele","-0.0048"
"8363","kränkeltest","-0.0048"
"8364","kränkl","-0.0048"
"8365","kränkle","-0.0048"
"8366","kränkelte","-0.0048"
"8367","kränkelst","-0.0048"
"8368","gekränkelt","-0.0048"
"8369","kränktest","-0.0048"
"8370","kränkte","-0.0048"
"8371","kränkt","-0.0048"
"8372","kränke","-0.0048"
"8373","kränkst","-0.0048"
"8374","kränkten","-0.0048"
"8375","kränket","-0.0048"
"8376","gekränkt","-0.0048"
"8377","kränk","-0.0048"
"8378","kränktet","-0.0048"
"8379","kränkest","-0.0048"
"8380","kränklichst","-0.3172"
"8381","kränklichen","-0.3172"
"8382","kränklichem","-0.3172"
"8383","kränkliches","-0.3172"
"8384","kränkliche","-0.3172"
"8385","kränklicher","-0.3172"
"8386","kränklichere","-0.3172"
"8387","kränklichstes","-0.3172"
"8388","kränklichster","-0.3172"
"8389","kränklicheres","-0.3172"
"8390","kränklichstem","-0.3172"
"8391","kränklicherer","-0.3172"
"8392","kränklichste","-0.3172"
"8393","kränklichsten","-0.3172"
"8394","kränklicheren","-0.3172"
"8395","kränklicherem","-0.3172"
"8396","kurzem","-0.0048"
"8397","kurzen","-0.0048"
"8398","kurzer","-0.0048"
"8399","kürzeste","-0.0048"
"8400","kürzere","-0.0048"
"8401","kürzerer","-0.0048"
"8402","kurze","-0.0048"
"8403","kürzeres","-0.0048"
"8404","kürzesten","-0.0048"
"8405","kürzest","-0.0048"
"8406","kürzer","-0.0048"
"8407","kürzestem","-0.0048"
"8408","kürzerem","-0.0048"
"8409","kürzeren","-0.0048"
"8410","kurzes","-0.0048"
"8411","kürzester","-0.0048"
"8412","kürzestes","-0.0048"
"8413","kurzsichtigster","-0.4714"
"8414","kurzsichtigstes","-0.4714"
"8415","kurzsichtigem","-0.4714"
"8416","kurzsichtigerem","-0.4714"
"8417","kurzsichtigeren","-0.4714"
"8418","kurzsichtigen","-0.4714"
"8419","kurzsichtigerer","-0.4714"
"8420","kurzsichtigeres","-0.4714"
"8421","kurzsichtiger","-0.4714"
"8422","kurzsichtiges","-0.4714"
"8423","kurzsichtigere","-0.4714"
"8424","kurzsichtigst","-0.4714"
"8425","kurzsichtigste","-0.4714"
"8426","kurzsichtigsten","-0.4714"
"8427","kurzsichtige","-0.4714"
"8428","kurzsichtigstem","-0.4714"
"8429","kämpftest","-0.3467"
"8430","kämpfe","-0.3467"
"8431","kämpfest","-0.3467"
"8432","kämpftet","-0.3467"
"8433","gekämpft","-0.3467"
"8434","kämpf","-0.3467"
"8435","kämpften","-0.3467"
"8436","kämpfet","-0.3467"
"8437","kämpft","-0.3467"
"8438","kämpfte","-0.3467"
"8439","kämpfst","-0.3467"
"8440","kümmerlichstes","-0.3208"
"8441","kümmerlichster","-0.3208"
"8442","kümmerlichstem","-0.3208"
"8443","kümmerlichsten","-0.3208"
"8444","kümmerlichst","-0.3208"
"8445","kümmerlichste","-0.3208"
"8446","kümmerlicherem","-0.3208"
"8447","kümmerlicheren","-0.3208"
"8448","kümmerliche","-0.3208"
"8449","kümmerlichere","-0.3208"
"8450","kümmerlicher","-0.3208"
"8451","kümmerliches","-0.3208"
"8452","kümmerlichen","-0.3208"
"8453","kümmerlichem","-0.3208"
"8454","kümmerlicherer","-0.3208"
"8455","kümmerlicheres","-0.3208"
"8456","kündiget","-0.4947"
"8457","kündigest","-0.4947"
"8458","kündigtest","-0.4947"
"8459","gekündigt","-0.4947"
"8460","kündige","-0.4947"
"8461","kündig","-0.4947"
"8462","kündigten","-0.4947"
"8463","kündigt","-0.4947"
"8464","kündigst","-0.4947"
"8465","kündigte","-0.4947"
"8466","kündigtet","-0.4947"
"8467","kürzest","-0.3439"
"8468","kürze","-0.3439"
"8469","kürzten","-0.3439"
"8470","kürzt","-0.3439"
"8471","kürzte","-0.3439"
"8472","kürz","-0.3439"
"8473","gekürzt","-0.3439"
"8474","kürztet","-0.3439"
"8475","kürztest","-0.3439"
"8476","kürzet","-0.3439"
"8477","labilst","-0.326"
"8478","labilsten","-0.326"
"8479","labilere","-0.326"
"8480","labilstem","-0.326"
"8481","labilster","-0.326"
"8482","labilstes","-0.326"
"8483","labiler","-0.326"
"8484","labilerem","-0.326"
"8485","labilste","-0.326"
"8486","labileren","-0.326"
"8487","labiles","-0.326"
"8488","labilem","-0.326"
"8489","labilen","-0.326"
"8490","labile","-0.326"
"8491","labilerer","-0.326"
"8492","labileres","-0.326"
"8493","laienhafteren","-0.3169"
"8494","laienhaftes","-0.3169"
"8495","laienhaftesten","-0.3169"
"8496","laienhafter","-0.3169"
"8497","laienhafterem","-0.3169"
"8498","laienhaftestem","-0.3169"
"8499","laienhafteres","-0.3169"
"8500","laienhaftest","-0.3169"
"8501","laienhafterer","-0.3169"
"8502","laienhaftester","-0.3169"
"8503","laienhafteste","-0.3169"
"8504","laienhafte","-0.3169"
"8505","laienhaftere","-0.3169"
"8506","laienhaftestes","-0.3169"
"8507","laienhaftem","-0.3169"
"8508","laienhaften","-0.3169"
"8509","lakonisches","-0.0048"
"8510","lakonischstem","-0.0048"
"8511","lakonischsten","-0.0048"
"8512","lakonischer","-0.0048"
"8513","lakonischere","-0.0048"
"8514","lakonischst","-0.0048"
"8515","lakonischeres","-0.0048"
"8516","lakonischerer","-0.0048"
"8517","lakonischeren","-0.0048"
"8518","lakonischerem","-0.0048"
"8519","lakonischstes","-0.0048"
"8520","lakonische","-0.0048"
"8521","lakonischem","-0.0048"
"8522","lakonischster","-0.0048"
"8523","lakonischen","-0.0048"
"8524","lakonischste","-0.0048"
"8525","langatmiges","-0.0048"
"8526","langatmige","-0.0048"
"8527","langatmiger","-0.0048"
"8528","langatmigerem","-0.0048"
"8529","langatmigst","-0.0048"
"8530","langatmigem","-0.0048"
"8531","langatmigen","-0.0048"
"8532","langatmigstem","-0.0048"
"8533","langatmigeres","-0.0048"
"8534","langatmigerer","-0.0048"
"8535","langatmigsten","-0.0048"
